title, price, discount, link
HyperX Pudding Keycaps - Double Shot PBT Keycap Set with Translucent Layer/ for Mechanical Keyboards/ Full 104 Key Set/ OEM Profile/ English (US) Layout - Black, $24.99, 40, amazon.com/HyperX-Pudding-Keycaps-Translucent-Mechanical/dp/B087QTWCTQ/ref=sr_1_68?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-68
NUBWO U3 3.5mm Gaming Headset for PC/ PS4/ PS5/ Laptop/ Xbox One/ Mac/ iPad/ Switch/ Computer Game / Over Ear Flexible Microphone Volume Control with Mic, $35.99, 50, amazon.com/NUBWO-U3-Nintendo-Computer-Microphone/dp/B07K2676W7/ref=sr_1_69?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-69
Gamrombo 2 Pack Wireless Controller Compatible with Xbox One/Xbox Series X/Xbox Series S/Xbox One S/Xbox One X/Steam/PC with Rechargeable Battery/Back Paddles/Adjustable Volume, $79.99, 23, amazon.com/Gamrombo-Controller-Compatible-Rechargeable-Adjustable/dp/B0CCTGGW2P/ref=sr_1_70?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-70
PS4 Controller Charger/ PS4 Charger USB Charging Dock Station Compatable with Dualshock 4/ Upgraded Fast-Charging Port for Playstation 4 Controllers, $19.99, 41, amazon.com/Controller-Charger-OIVO-Indicator-Playstation/dp/B07YWYXPC1/ref=sr_1_71?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-71
HyperX Cloud Stinger 2 – Gaming Headset/ DTS Headphone:X Spatial Audio/ Lightweight Over-Ear Headset with mic/ Swivel-to-Mute Function/ 50mm Drivers/ PC Compatible/ Black, $49.99, 28, amazon.com/HyperX-Cloud-Stinger-Swivel-Mute/dp/B0B8PGDMWK/ref=sr_1_72?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-72
HyperX Cloud Stinger Core - Gaming headset for PC/ PlayStation 4/5/ Xbox One/ Xbox Series X|S/ Nintendo Switch/ DTS Headphone:X spatial audio/ Lightweight over-ear headset with mic/Black, $39.99, 25, amazon.com/HyperX-Cloud-Stinger-Core-PlayStation/dp/B083Q6Q41G/ref=sr_1_73?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-73
AOC CQ27G3Z 27" Curved Gaming Monitor/ QHD 2K 2560x1440/ 1000R VA/ 240Hz 0.5ms/ FreeSync Premium/ Height Adjustable Stand/ Xbox PS5 Switch/ 3-Year Zero-Bright-dot/Black, $399.99, 10, amazon.com/AOC-CQ27G3Z-2560x1440-Adjustable-Zero-Bright-dot/dp/B0BXC41BTD/ref=sr_1_74?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-74
Orzly Accessory Bundle Kit designed for Nintendo switch Accessories Geeks and Oled console users Case and Screen protector/ Joycon grips and Wheels for enhanced games play and more - Jet black, $69.99, 39, amazon.com/Accessory-designed-Nintendo-switch-Accessories-protector/dp/B07XBV69PY/ref=sr_1_75?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-75
PXN P50L Wireless Switch Pro Controller/ Dual Shock Gamepad Joystick Support Turbo/ Macro/ Gyro Axis/ Wake-Up/ Programmable Dual Connection for Switch/Lite/OLED/iOS (16 versions only) / PC (Brown), $32.99, 45, amazon.com/Wireless-Controller-Rechargeable-Joystick-Connection-PC/dp/B0B3DLCSH1/ref=sr_1_76?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-76
HyperX Alloy Origins Core - Tenkeyless Mechanical Gaming Keyboard/ Software Controlled Light & Macro Customization/ Compact Form Factor/ RGB LED Backlit/ Linear HyperX Red Switch/Black, $89.99, 11, amazon.com/HyperX-Alloy-Origins-Core-Customization/dp/B07YMHGP86/ref=sr_1_77?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-77
BANIGIPA Bluetooth Headset with Removable Microphone/ Noise Cancelling Wireless Headset for Phones Laptop Computer PC/ Open Ear Headphones for Office Meeting Running Cycling Driving Working-12 Hrs, $29.99, 23, amazon.com/BANIGIPA-Microphone-Cancelling-Headphones-Working-12/dp/B0C9WZWK63/ref=sr_1_78?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-78
RuntoGOL TV Docking Station for Switch/Portable Switch OLED Dock Station Support 4K HDMI Output/Replacement for Official Switch Base/Switch Dock with Type-C and HDMI Cable, $29.99, 10, amazon.com/Docking-Nintendo-Portable-Replacement-Official/dp/B0B2QTBJX2/ref=sr_1_79?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-79
Switch Docking Station for Nintendo Switch/Portable Switch Dock Replacement for Nintendo Switch Dock Switch HDMI Adapter USB 3.0 Switch TV Dock/Nintendo Switch Travel Dock/Nintendo Switch Accessories, $19.99, 28, amazon.com/Docking-Nintendo-Portable-Replacement-Accessories/dp/B0BJDQ4M48/ref=sr_1_80?qid=1693317921&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-80
JBL Quantum 100X Console - Gaming Headset for Xbox (Black), $39.95, 38, amazon.com/JBL-Quantum-100X-Console-Headset/dp/B0BVD2GY4H/ref=sr_1_81?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-81
Switch Controller/ Wireless Switch Pro Controller for Switch/Switch Lite/Switch OLED/ 8 Colors Adjustable LED Wireless Remote Gamepad with Unique Crack/Turbo/Motion Control (Black), $33.99, 20, amazon.com/Controller-Wireless-Adjustable-Gamepad-Control/dp/B096ZXW6N9/ref=sr_1_82?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-82
Head Strap Compatible with Oculus Quest 2/Meta Quest 2 Accessories Adjustable Elite Strap Replacement for Enhanced Comfort Support and Gaming Immersion in VR (Comfort Head Strap only), $23.99, 20, amazon.com/Compatible-Accessories-Adjustable-Replacement-Immersion/dp/B0BZ35BG6V/ref=sr_1_83?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-83
Pink Wireless Keyboard Mouse Combo/ 2.4GHz Wireless Retro Typewriter Keyboard and Mouse Combo/ Letton Full Size Wireless Office Computer Keyboard and Cute Mouse with 3 DPI for Mac PC Desktop Laptop, $42.99, 27, amazon.com/Letton-Wireless-Keyboard-Mouse-Combo-Pink/dp/B07S89T7JJ/ref=sr_1_84?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-84
FYY Nintendo Switch Game Case - Black Nintendo Switch Game Holder for Nintendo Switch Cartridge Case with 24 Game Card Slots & 24 Micro SD Card Slots/ Switch Card Case- Hard Shell/ Silicone Lining, $12.59, 37, amazon.com/Switch-Nintendo-Holder-Portable-Silicone-Lining/dp/B0B6GTJLSG/ref=sr_1_85?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-85
Hosanwell PS5 Wall Mount/ PS5 Wall Mount Kit with 2 Detachable Controller Holder and Headphone Mount/ Solid Metal with Accessories Easy Installation/White, $33.99, 10, amazon.com/PlayStation-Charging-Detachable-Controller-Headphone-Dissipation/dp/B091F8BCCF/ref=sr_1_86?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-86
SABLUTE Wireless Keyboard with 7 Colored Backlits/ Wrist Rest/ 2.4G Computer Lighted Keyboard with Phone Holder/ Rechargeable Full Size Ergonomic Keyboard with Silent Keys for MacBook/ PC/ Laptop, $49.99, 36, amazon.com/SABLUTE-Wireless-Keyboard-Rechargeable-Ergonomic/dp/B0BRL2K6MB/ref=sr_1_87?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-87
BANIGIPA Open Ear Headphones/ Air Conduction Bluetooth Headset/ Wireless Earphones Stereo w/Noise-Canceling Boom Microphone/ 10 Hrs Playtime/ Light and Comfortable for Cell Phone Sport Office Driving, $28.99, 21, amazon.com/BANIGIPA-Headphones-Conduction-Noise-Canceling-Comfortable/dp/B09X19LL86/ref=sr_1_88?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-88
Bameca Wii Controller 2 Pack/ Wii Remote Controller for Wii and Wii U, $29.99, 10, amazon.com/Bameca-Wii-Controller-Pack-Remote/dp/B0BV21QFKJ/ref=sr_1_89?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-89
DTOL AC Adapter Game Charger for Nintendo Dsi Ndsi 3DS/3DSXL/New 3DS/New 3Dsll/2DS/Dsi/Dsixl 2 Pack, $10.99, 20, amazon.com/DTOL-Adapter-Charger-Nintendo-3DSXL/dp/B01LWUMNDH/ref=sr_1_90?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-90
MoKo Keyboard for PS5 Controller with Green Backlight/ Bluetooth Wireless Mini Keypad Chatpad for Playstation 5/ Built-in Speaker & 3.5mm Audio Jack for PS5 Controller Accessories, $27.15, 10, amazon.com/MoKo-Controller-Backlight-Playstation-Accessories/dp/B0BMKTNKNS/ref=sr_1_91?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-91
BINBOK VR Head Strap with Dual Magnetic Battery Pack for Oculus/Meta Quest 2/ Twin Replaceable Battery Combo(2x8000mAh) with Magnetic Charging Dock/ Adjustable Design Elite Strap VR Accessories, $89.00, 20, amazon.com/BINBOK-VR-Replaceable-Adjustable-Accessories/dp/B0BN3461B1/ref=sr_1_92?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-92
Bundle for Nintendo Switch Accessories/12 in 1 Switch Sports Accessories Bundle for Nintendo Switch Sports/ Family Accessories Kit for Switch/OLED Sports Games:Golf Clubs/Tennis Rackets/Sword Grips/Just Dance/Etc., $39.99, 26, amazon.com/2022-Switch-Sports-Accessories-Bundle-Joy/dp/B0B1WCC6LB/ref=sr_1_93?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-93
RK ROYAL KLUDGE RK61 60% Mechanical Keyboard with Coiled Cable/ 2.4Ghz/Bluetooth/Wired/ Wireless Bluetooth Mini Keyboard 61 Keys/ RGB Hot Swappable Red Switch Gaming Keyboard with Software - White, $64.99, 28, amazon.com/Mechanical-Keyboard-Wireless-Bluetooth-Programmer/dp/B07PBC15N8/ref=sr_1_94?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-94
PXN Wireless Switch Controller for Switch/Lite/OLED/ iOS (16 Version Only)/ with APP/ Turbo/ Screenshot/ Gyro Axis/ Vibration/ Programmable/ Wireless Pro Controller with Wake-Up(Green), $32.99, 45, amazon.com/Switch-Controller-Nintendo-Screenshot-Vibration-Programmable/dp/B0B3D5XTNX/ref=sr_1_95?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-95
VOYEE Charger for Xbox Controller Battery Pack/ 3x2600mAh High Capacity Xbox Rechargeable Battery Pack with Fast Charger Station/ Led Indicator/ Protective Shell for Xbox One/S/X/Elite/Series X|S, $15.99, 10, amazon.com/Replacement-Rechargerable-VOYEE-Protective-Compatible/dp/B08QRMJ9NW/ref=sr_1_96?qid=1693317922&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-96
HEIYING Game Card Case for Nintendo Switch&Switch OLED/Customized Pattern Switch Lite Game Card Case with 48 Game Card Slots and 24 Micro SD Card Slots., $22.99, 20, amazon.com/HEIYING-Nintendo-Switch-Customized-Pattern-Console/dp/B09NLHSF3H/ref=sr_1_97?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-97
HyperX SoloCast – USB Condenser Gaming Microphone/ for PC/ PS5/ PS4/ and Mac/ Tap-to-Mute Sensor/ Cardioid Polar Pattern/ Great for Streaming/ Podcasts/ Twitch/ YouTube/ Discord - White, $59.99, 17, amazon.com/HyperX-SoloCast-Microphone-Tap-Mute/dp/B09XQVB4XC/ref=sr_1_98?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-98
PXN Wireless Switch Controller for Switch/Switch Lite/OLED/ Support iOS(16 Version Only) Switch Pro Controller with Turbo/ Wake-up/ NFC/ Motion/ Vibration Wireless Switch Controller - Pink, $32.99, 33, amazon.com/Nintendo-Controllers-Controller-Screenshot-Joypad-Pink-Windows/dp/B09TZKQFDK/ref=sr_1_99?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-99
MageGee Gaming Keyboard and Mouse Combo/ True RGB Backlit Membrane Office Keyboard/ 104 Keys Metal Panel USB Quiet Wired Keyboard for Windows Laptop PC - Pink, $36.99, 35, amazon.com/MageGee-Keyboard-Backlit-Membrane-Windows/dp/B0995NNN8R/ref=sr_1_100?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-100
BANIGIPA Bluetooth Headset with Microphone/ Open Ear Headphones Wireless Bluetooth Noise Cancelling for Laptop PC Computer Cell Phones/ Air Conduction Headphones for Office Meeting Home Working-16 Hrs, $59.99, 20, amazon.com/BANIGIPA-Microphone-Headphones-Cancelling-Conduction/dp/B0BZSH7RWR/ref=sr_1_101?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-101
TV Docking Station for Nintendo Switch/Nintendo Switch OLED Model/ 6-in-1 Switch Dock with HDMI 2.0/ 100Mbps Ethernet/ 2 USB-A 2.0/ 1 USB 3.0/100W USB-C Charging Port/ Supports YouTube On TV, $32.99, 24, amazon.com/Docking-Nintendo-Ethernet-Charging-Supports/dp/B0BKL237SV/ref=sr_1_102?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-102
FORTY4 Wireless Gaming Controller/ Dual-Vibration Joystick Gamepad Computer Game Controller for PC Windows 7/8/10/11/ PS3/ Switch- Black, $39.99, 15, amazon.com/Forty4-Wireless-Controller-Dual-Vibration-Joystick/dp/B0894RCSV4/ref=sr_1_103?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-103
HyperX Cloud Stinger 2 Core - Gaming Headset for Playstation/ Lightweight Over-Ear Headset with mic/ Swivel-to-Mute Function/ 40mm Drivers - White, $39.99, 25, amazon.com/HyperX-Cloud-Stinger-Swivel-Mute/dp/B0BDGMNF6V/ref=sr_1_104?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-104
TECURS 2.4G Wireless Keyboard Ultra Slim Full Size Keyboard with Numeric Keypad/ Rechargeable LED Backlit Mac Keyboard Silent Keyboard with Multimedia Keys for Mac and Windows, $32.99, 20, amazon.com/TECURS-Wireless-Keyboard-Rechargeable-Multimedia/dp/B0BN5R8MDG/ref=sr_1_105?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-105
HyperX Alloy Elite 2 – Mechanical Gaming Keyboard/ Software-Controlled Light & Macro Customization/ ABS Pudding Keycaps/ Media Controls/ RGB LED Backlit/ Linear Switch/ HyperX Red/Black, $129.99, 25, amazon.com/HyperX-Alloy-Elite-Software-Controlled-Customization/dp/B088KRFVBK/ref=sr_1_106?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-106
EasySMX 【2023 New】 Wireless Gaming Controller for Windows 7 8 10 11 PC/PS3/Android/Switch/Steam Deck/ Dual-Vibrate Gamepad Joystick Computer Game Controller With Turbo/ 14 Hours Working Battery, $32.99, 10, amazon.com/EasySMX-Wireless-Controller-Dual-Vibrate-Joystick/dp/B0B45945GG/ref=sr_1_107?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-107
JBL Quantum 300 - Wired Over-Ear Gaming Headphones with JBL Quantum Engine Software - Black, $79.95, 44, amazon.com/JBL-Quantum-300-Over-Ear-Headphones/dp/B084D5QDXN/ref=sr_1_108?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-108
NexiGo Controller (No Deadzone) for Switch/Switch Lite/OLED/ Bluetooth Wireless Controllers for Nintendo Switch with Vibration/ Motion/ Turbo and LED Light/ Gift for Gamer Girls Boys (Violet Unicorn), $49.99, 32, amazon.com/NexiGo-Controller-Bluetooth-Controllers-Vibration/dp/B0BG632NT4/ref=sr_1_109?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-109
HyperX CloudX Flight – Wireless Gaming Headset/ Official Xbox Licensed/ Compatible with Xbox One and Series X|S/ Game and Chat Mixer/ Memory Foam/ Detachable Noise-Cancellation Microphone, $159.99, 40, amazon.com/HyperX-CloudX-Flight-Detachable-Noise-Cancellation/dp/B07Y5XBTYZ/ref=sr_1_110?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-110
Sony OLED 65 inch BRAVIA XR A80L Series 4K Ultra HD TV with Playstation 5 Console, $3,099.98, 33, amazon.com/Sony-BRAVIA-Ultra-Playstation-Console/dp/B0CDMV35DN/ref=sr_1_111?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-111
ZDawnn Typewriter Style Mechanical Gaming Keyboard.LED Rainbow Backlit/104 Keys/Retro Punk Round Keycaps with Brown Switch/Wired with USB-A/for PC/Mac/Laptop, $39.98, 35, amazon.com/ZDawnn-Typewriter-Mechanical-Keyboard-LED-Rainbow/dp/B0B148GKZS/ref=sr_1_112?qid=1693317923&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-112
Hexgears X5 Wireless Mechanical Keyboard with Kailh Box Blue Switch/ Dark Knight Computer Keyboard for Gaming/ Typing/ Ergonomic 108-key Typewriter Keyboard with Wrist Rest, $140.99, 40, amazon.com/HEXGEARS-Wireless-Mechanical-Ergonomic-Typewriter/dp/B0B3MTH492/ref=sr_1_113?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-113
Mirabox USB3.0 4K HDMI Video Capture Card/ 1080P 60FPS HD Game Capture Device Cam Link with HDMI Passthrough Work with Xbox PS5 PS4 Switch DSLR for OBS Twitch Live Streaming and Recording, $49.99, 36, amazon.com/Mirabox-Passthrough-Nintendo-Streaming-Recording/dp/B08QJ84JNP/ref=sr_1_114?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-114
7KEYS Retro Typewriter Keyboard/ Electric Typewriter Vintage with Upgraded Mechanical Bluetooth 5.0/Multi Devices Connection Classical Wooden/Punk Round Keys for Desktop PC/Laptop Mac/Phone (Wood), $98.99, 11, amazon.com/7KEYS-Typewriter-Mechanical-Bluetooth-Connection/dp/B0C282K7RP/ref=sr_1_116?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-116
Nargos Video Game Storage Stand Tower for PS5/ PS4/ PS3/ Xbox Series S & X/Xbox one Game/ Universal Game Disc Holder Vertical Stand Organizer Tower, $35.99, 29, amazon.com/Storage-Universal-Holder-Vertical-Organizer/dp/B08YDM92NR/ref=sr_1_117?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-117
HomeMount Headphone Stand Headset Holder - Adhesive Gaming Headphone Hanger Hook Desk Mount for Most Headphone & Controller (Black), $9.99, 20, amazon.com/HomeMount-Headphone-Stand-Headset-Holder/dp/B09H2TF6HJ/ref=sr_1_118?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-118
PS5 Faceplate with Cooling Vent Face Plate Console Cover for Playstation 5 Disc Edition DOBEWINGDELOU PS5 Replacement Side Plate Shell Accessories Hard Shockproof Anti-Scratch Dustproof ABS Case Black, $39.99, 10, amazon.com/PS5-Playstation-DOBEWINGDELOU-Replacement-Accessories-Anti-Scratch/dp/B09QHV6LQW/ref=sr_1_119?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-119
ASUS ROG Delta S Wireless Gaming Headset (AI Beamforming Mic/ 7.1 Surround Sound/ 50mm Drivers/ Lightweight/ Low-Latency/ 2.4GHz/ Bluetooth/ USB-C/ for PC/ Mac/ PS4/ PS5/ Switch/ Mobile Device)-Black, $199.99, 10, amazon.com/ASUS-ROG-Beamforming-Lightweight-Low-Latency/dp/B0B6HKZX9Z/ref=sr_1_120?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-120
Wireless Keyboard and Mouse Backlit/ Wrist Rest/ Jiggler Mouse/ Phone Holder/ Ergo Rechargeable Silent Light Up Combo for Computer/ Mac/ PC/ Laptop/ Chromebook - by SABLUTE/ Gray, $59.99, 13, amazon.com/Wireless-Keyboard-Rechargeable-Computer-Chromebook/dp/B0BTVQB2FM/ref=sr_1_121?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-121
Redragon K556 PRO Upgraded Wireless RGB Gaming Keyboard/ BT/2.4Ghz Tri-Mode Aluminum Mechanical Keyboard w/No-Lag Connection/ Hot-Swap Linear Quiet Red Switch, $67.99, 12, amazon.com/Redragon-K556-PRO-Mechanical-Connection/dp/B0BLYKTL78/ref=sr_1_122?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-122
DIERYA T68SE 60 Percent Keyboard Mechanical/ LED Backlit Wired Keyboard Ultra-Compact 68 Keys White Gaming Keyboard with Stand-Alone Arrow/Control Keys for Windows Laptop PC Mac/ Clicky Blue Switch, $29.99, 26, amazon.com/DIERYA-T68SE-Mechanical-Ultra-Compact-Stand-Alone/dp/B0BGYMYPDB/ref=sr_1_123?qid=1693317925&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-123
